name,category,lat,lon,brand,address,website,phone
Intemedical Kovan,clinic,1.3593732,103.8865521,,,,
True Medical Clinic,clinic,1.3174634,103.892736,,,,
Chiro Time,clinic,1.3146784,103.8948875,,,,
Parkway Shenton Medical Group,clinic,1.3191671,103.8946109,,,,
Kin Teck Kong,clinic,1.3187616,103.8943566,,,,
Etern Medical Clinic (Sengkang),clinic,1.3915161,103.8762046,,,,
Island Family Clinic,clinic,1.3920201,103.8716567,,,,
Xing Juan TCM Clinic,clinic,1.3918621,103.8713239,,,,
Holistic Care Family Clinic,clinic,1.3918582,103.8715542,,,,
Doctors Inc Medical Group,clinic,1.3335559,103.8496979,,,,
DA Clinic @ Anson,clinic,1.2761097,103.8458445,,,,
Fullerton Healthcare,clinic,1.2794961,103.8535499,,,,
,clinic,1.3719474,103.9467099,,,,
Pinnacle Family Clinic (Pasir Ris),clinic,1.3731372,103.9455918,,,,
Minmed Clinic,clinic,1.3725843,103.9494868,,Pasir Ris Central Street 3,https://minmed.sg/,+65 6585 0123
Raffles Medical,clinic,1.3725809,103.9496416,,Pasir Ris Central Street 3,,+65 6585 1279
My Family Clinic (Segar),clinic,1.3885085,103.771415,,,,
True care Clinic,clinic,1.3144784,103.8541035,,,,
Kang Clinic,clinic,1.3739658,103.85489,,,,
Atrio Family Clinic,clinic,1.3738781,103.8549642,,,,
Gainhealth Clinic and Homecare,clinic,1.3733471,103.8546373,,,,
Immanuel Dialysis Centre,clinic,1.3722759,103.8553457,,,,
Chua Medico Clinic,clinic,1.3723173,103.8550581,,,,
Vital Care,clinic,1.3725978,103.8540144,,,,
Shenton Family Medical Clinic,clinic,1.2760068,103.8411354,,,,
Clementi Family Healthpoint Clinic & Surgery,clinic,1.3210349,103.7669293,,Clementi Avenue 4,https://www.healthhub.sg/directory/14/57236/clementi-family-healthpoint-clinic-n-surgery,+65 6774 4373
Joash Family Clinic and Surgery,clinic,1.3630401,103.8885051,,Upper Serangoon Rd,,
Cornerstone Medical,clinic,1.3084808,103.7847028,,,,+6562620018
DA Clinic @ Taman Jurong,clinic,1.3266952,103.7232314,,,,
W Y Teh Family Clinic And Surgery,clinic,1.3588127,103.9548835,,,,
Etern Medical Clinic,clinic,1.4042887,103.9017647,,,,
My Family Clinic (Clementi 325),clinic,1.3152781,103.7668558,,Clementi Avenue 5,,
Frontier Family Medicine Clinic,clinic,1.3142867,103.7651961,,Commonwealth Avenue West,,+65 6778 8362
Healthway Medical,clinic,1.3626523,103.8507325,,,,
Pinnacle Family Clinic,clinic,1.4167142,103.9017682,,,,
L&L Family Medicine Clinic,clinic,1.3529096,103.8362889,,,,
Y. C. Goh Clinic & Surgery for Women,clinic,1.3549123,103.8308474,,,,
KidsNexus Paediatric Centee,clinic,1.3550521,103.8306268,,,,
SpecialKids Child Health & Development Clinic,clinic,1.3550308,103.830618,,,,
Chung Hwa Medical Institution,clinic,1.440225,103.8021087,,,,
Elyon Family Clinic & Surgery,clinic,1.2739437,103.8085649,,Telok Blangah Street 32,,
NKF Dialysis Centre,clinic,1.2825995,103.8234166,,,,
Ma Kuang TCM Medical Centre,clinic,1.3687218,103.8555019,,,,
中华医院,clinic,1.3322949,103.8513408,,Lorong 4 Toa Payoh,https://www.zhonghuayiyuan.com/,+65 62513304
Blessed health tcm,clinic,1.3708296,103.8570836,,,,64524272
T Medical Clinic (City Gate),clinic,1.3019416,103.8623493,,,,
GoodDoctors Medical Clinic,clinic,1.3167036,103.8977913,,,,
Ban Kok Clinic & Surgery,clinic,1.3316487,103.8675772,,Potong Pasir Avenue 1,,
Chan Family Clinic,clinic,1.3035333,103.9005451,,,,
Insync Medical,clinic,1.3048875,103.9040216,,,,
AMK Specialist Centre,clinic,1.3723779,103.8471951,,Ang Mo Kio Avenue 8,,
Raffles Medical,clinic,1.3349022,103.962505,,,,
Northeast Medical Group,clinic,1.3427788,103.9536387,,,,
Slikroutes @ Sengkang Clinic,clinic,1.3825278,103.8911956,,,,
Mutual Healthcare Medical Clinic,clinic,1.3914507,103.8901654,,,,
Kidslink Children's Clinic,clinic,1.3898718,103.8985765,,,,
Kenneth Tan Medical Clinic,clinic,1.3999411,103.9191908,,,,
Hougang Family Medicine Clinic,clinic,1.3751487,103.8828083,,,,
Shenton Medical Group,clinic,1.3356811,103.9629861,,,,
Trinity Medical (Punggol),clinic,1.4021598,103.9013551,,,,
,clinic,1.302075,103.7980969,,Tanglin Halt Road,,64756116
24 Hr Clinic,clinic,1.3728753,103.8538831,,,,
Zenith Medical Clinic,clinic,1.4051418,103.8976301,,,,
Etern Medical Clinic (Punggol Sumang LRT),clinic,1.4083592,103.8990035,,,,
Family Healthcare Clinic & Surgery,clinic,1.3737179,103.8908413,,,,
College Clinic,clinic,1.3024931,103.77589,,,,
PanHealth Family Clinic (Hougang),clinic,1.3751009,103.8821732,,,,
Elissa Medical Clinic,clinic,1.3757868,103.8796958,,,,
Crawfurd Medical,clinic,1.2957062,103.8585405,,,,
,clinic,1.3779293,103.9556067,,,,
Health way Medical,clinic,1.3834403,103.8971415,,,,
Chiropractic First,clinic,1.3727302,103.8936732,,,,
Raffles Medical,clinic,1.3713249,103.8939429,,,,
Grace (SL) Medical Centre,clinic,1.3718288,103.8935956,,,,
The Clinic @ Campus,clinic,1.2963561,103.8500685,,Stamford Road,,
Healthway Medical,clinic,1.3688314,103.8565262,,,,
Family Clinic,clinic,1.3209029,103.9047441,,,,
Bethesda Medical,clinic,1.3338071,103.8875457,,MacPherson Road,https://www.bethesdamedical.com.sg/,+65 69046678
Frontier Family Medicine Clinic,clinic,1.3337201,103.8874844,,MacPherson Road,https://frontierhealthcare.com.sg/,+65 69500592
Healthway Medical,clinic,1.4531482,103.8165964,,,,
Temasek Medical Centre,clinic,1.4529786,103.8169122,,,,
Sembawang Polyclinic,clinic,1.4482078,103.8228151,,21 Canberra Link,,
Compassvale 297A Medical Clinic,clinic,1.3950826,103.900574,,,,
Parkway MediCentre,clinic,1.3386411,103.8720397,,,,
OEI & KOH,clinic,1.3357219,103.8566962,,,,
National Health Group Diagnostics X-Ray,clinic,1.3345021,103.858959,,,,
Oaklife Family Clinic,clinic,1.3267682,103.8424618,,Balestier Road,,
Intemedical Teck Ghee,clinic,1.3641077,103.84861,,,,
Parklane Medical Centre,clinic,1.3006418,103.8493335,,,,
Proventia Medical & Dental,clinic,1.3166845,103.7827841,,,,
Pulse TCM Clinic,clinic,1.3165315,103.7827039,,,,
Q&M Dental Center (Balestier),clinic,1.3263295,103.8427332,,Balestier Road,,
Medlife Clinic & Surgery,clinic,1.3741186,103.8870422,,,,
MyCLINQ,clinic,1.3740616,103.8938451,,,,
Eiddwen Family Medicine Clinic,clinic,1.3096209,103.884491,,Cassia Crescent #01-80,,
Ally Health,clinic,1.3150925,103.7668554,,Clementi Avenue 5,,
The Neptune Clinic,clinic,1.313717,103.7670566,,Clementi Avenue 2,,
Canterbury Family Clinic & Surgery,clinic,1.3140032,103.7670575,,Clementi Avenue 2,,
Kinsway Medical Clinic(Beauty World),clinic,1.3418231,103.7760786,,,,
Prohealth Medical Group,clinic,1.3560251,103.7405206,Prohealth Medical Group,,,
K C Yeo Surgery & Clinic for Women,clinic,1.3254703,103.8423768,,Thomson Road,,
,clinic,1.3220087,103.853098,,,,
Novena Specialist Center,clinic,1.3201236,103.8446597,,,,
,clinic,1.3364427,103.7870051,,,,
Balestier Medical Clinic,clinic,1.3213048,103.8532002,,Balestier Road,,
Healthmark Medical Clinic,clinic,1.3994341,103.9159399,,,,
St John Singapore Dementia Centre,clinic,1.3016846,103.8634603,,Beach Road,,
"Japanese Association Clinic, Singapore",clinic,1.330635,103.8157691,,Adam Road,https://www.japanese-clinic.com.sg/,+65 6469 6488
LKF Medical,clinic,1.2867403,103.8477685,,,,
Peace Family TCM Clinic,clinic,1.2834149,103.8429716,,,,
Quantum Medical Imaging,clinic,1.3095086,103.8644963,,,,
The Clinic @ Aperia,clinic,1.3096636,103.8640917,,,,
MobileDoctorClinic,clinic,1.2848614,103.8469329,,,,
NKF Dialysis Center,clinic,1.3961432,103.8914706,,,,
Singapore Orthopaedic Clinic,clinic,1.3220092,103.8441955,,Irrawaddy Road,https://www.axisortho.com.sg/,+65 9711 8888
The Other Clinic,clinic,1.3150224,103.8811219,,,,
Healthway Medical,clinic,1.3197988,103.861451,,,,
El Shaddai,clinic,1.3204719,103.8619888,,,,
Tan Teoh Clinic & Surgery,clinic,1.3192674,103.8609969,,,,
Yooi Clinic,clinic,1.3204059,103.8619348,,,,
HC Endoscopy & Piles Centre,clinic,1.3331325,103.8491921,,Lorong 6 Toa Payoh,,+65 6686 6542
Zara Clinic,clinic,1.3773537,103.7555006,,,,
Health Partners Medical Clinic,clinic,1.3130921,103.9262669,,,,
Fullerton Health Hub,clinic,1.373491,103.9483825,,Pasir Ris Central,,+65 6011 8090
Parkway Shenton Medical Clinic,clinic,1.3739779,103.9485133,,Pasir Ris Central,https://parkwayshenton.com.sg/,+65 6904 2875
Sunbeam Medical Clinic,clinic,1.3806587,103.7697056,,Fajar Road,,+65 6610 0968
Winsome,clinic,1.3242466,103.8565822,,Whampoa Drive,,
Ooagachaga,clinic,1.2834262,103.8440475,,,,
OrthoSportsAtConnexion,clinic,1.3125904,103.8539957,,,,
Singapore Paincare TCM Wellness,clinic,1.2913006,103.8575122,,,,
Raffles Medical,clinic,1.2910677,103.8589975,,,,
Raffles Medical,clinic,1.2910677,103.8589975,,,,
X Maris B. Clinic,clinic,1.3025494,103.8580478,,Arab Street,,
Voon Eye Clinic,clinic,1.3005009,103.849542,,,,
Dawson Medical Singapore,clinic,1.2953713,103.8094704,,"85 Dawson Rd, #01-05, Singapore 141085",,
Jade Medical Clinic,clinic,1.2891622,103.846639,,"Eu Tong Sen Street, 8 13-99",,
Minmed Clinic (Redhill),clinic,1.2900423,103.8170888,,"Alexandra View, #01-16",,
Dr Plus Medical & Paincare Hougang,clinic,1.3703931,103.8954608,,,,
Trucare Medical & Surgery,clinic,1.3703744,103.8954267,,,,
Fundamental Aesthetic Medical Clinic,clinic,1.3705083,103.8954421,,,,
The Cheery Child Clinic,clinic,1.3704387,103.8954645,,,,
Onecare Clinic,clinic,1.3870608,103.7621248,,Senja Close,,
Singapore Chee Chung Huay Free Clinic,clinic,1.3310478,103.8796607,,MacPherson Road,,
Pinnacle Family Clinic,clinic,1.3224108,103.7637757,,Clementi Avenue 6,,
Bukit Timah Clinic,clinic,1.3246212,103.8091001,,,,
Raffles Medical,clinic,1.3539705,103.9452485,,Tampines 1,,
HMI Onecare Clinic,clinic,1.3917097,103.8800584,,,,
Vitacare Family Clinic,clinic,1.3916529,103.8796958,,,,
Shalom Clinic + Surgery,clinic,1.2864907,103.8035632,,,,
Pinnacle Family Clinic,clinic,1.3661446,103.775101,,,,
University Health Service,clinic,1.3454092,103.6826509,,Nanyang Avenue,,
University Health Centre,clinic,1.2990471,103.7764275,,,,
Healthcare Medical @ Rail Mall,clinic,1.3596366,103.7676375,,Upper Bukit Timah Road,,
Pioneer Polyclinic,clinic,1.3384858,103.6990234,,Jurong West Street 61,,
Toa Payoh Polyclinic,clinic,1.3345679,103.8589396,,Lorong 8 Toa Payoh,https://www.nhgp.com.sg/Our_Clinics/Toa_Payoh_Polyclinic/,+65 6355 3000
Sian Chay Medical Institution,clinic,1.3955747,103.8727392,,Jalan Kayu,,
Queenstown Polyclinic,clinic,1.2984718,103.8010321,,Stirling Road,https://www.nup.com.sg/Pages/Our%20Clinics/our-clinics-queenstownp.aspx,+65 6643 6969
Pasir Ris Polyclinic,clinic,1.3686044,103.959237,,Pasir Ris Drive 4,,
Caring Community Clinic,clinic,1.3091159,103.8517737,,Chander Road,,
Kwan In Welfare Free Clinic,clinic,1.3203613,103.9054692,,Jalan Eunos,,
New Hope Community Services,clinic,1.2758275,103.8312669,,Kampong Bahru Road,,
Econ Medicare Centre,clinic,1.3785128,103.7593691,,Choa Chu Kang Road,,
,clinic,1.3211833,104.020107,,,,
Trinity Mediplus,clinic,1.3150341,103.8598005,,Lavender Street,,
Tan Kan Ming Chinese Medical Care,clinic,1.3249428,103.8536414,,Kim Keat Road,,
Yishun Polyclinic,clinic,1.4304666,103.8392201,,Yishun Avenue 9,https://www.nhgp.com.sg/Our_Clinics/Yishun_Polyclinic/,
Sungei Gedong Medical Centre,clinic,1.4196386,103.6972929,,Sungei Gedong Road,,+65 67965106
Oriental Hair Studio,clinic,1.3011235,103.9055104,,,,
Urban Homme Face and Beauty studio,clinic,1.3010694,103.9056066,,,,
Mary Chia Beauty and Slimming Specialist,clinic,1.3010996,103.9056621,,,,
Thomson Pediatric Centre,clinic,1.3011449,103.9057288,,,,
Datsumo Labo,clinic,1.3011686,103.9057632,,,,
SKN Mediesthetics and Hair Centre,clinic,1.3013959,103.9054874,,,,
Parkway Women & Fertility Clinic,clinic,1.3014214,103.9056949,,,,
Aesthetic Work Medical Associates,clinic,1.3013387,103.9057601,,,,
Spacio Beauty,clinic,1.3012901,103.905794,,,,
Kinder Clinic,clinic,1.3012164,103.9058506,,,,
Live Skin Face,clinic,1.3013632,103.9056299,,,,
Eurosense,clinic,1.3012032,103.9055939,,,,
Sixth Sense Beauty,clinic,1.3012546,103.9055999,,,,
Kallang Polyclinic And Long Term Care,clinic,1.3168059,103.8587533,,Race Course Road,,
Eunos Polyclinic,clinic,1.3173741,103.9057677,,,,
Bukit Panjang Polyclinic and Senja Nursing Home,clinic,1.3828717,103.7603904,,Woodlands Road,,
Punggol Family Clinic,clinic,1.4114286,103.897722,,,,
,clinic,1.4398639,103.8006274,,,,
,clinic,1.275773,103.8312777,,,,
Econ Medicare,clinic,1.3907822,103.8533174,,,,
Camden Medical Centre,clinic,1.3031436,103.8238969,,Orchard Boulevard,,
,clinic,1.3743474,103.845657,,,,
Khatib Polyclinic,clinic,1.4182141,103.8344173,,Yishun Ring Road,,
Hougang Polyclinic,clinic,1.369934,103.8890148,,Hougang Avenue 4,https://www.nhgp.com.sg/Our_Clinics/Hougang_Polyclinic/,+65 6355 3000
Choa Chu Kang Polyclinic,clinic,1.3822883,103.750752,,Teck Whye Crescent,https://www.nhgp.com.sg/Our_Clinics/Choa_Chu_Kang_Polyclinic/,+65 6355 3000
Eden Dental Surgery,dentist,1.368865,103.958232,,,,65821112
Neo Smiles Dental Studio,dentist,1.3257047,103.9320408,,Bedok North Street 1,https://neosmiles.com.sg/,64810800
Wan's Dentist,dentist,1.3108455,103.901176,,Joo Chiat Road,,
Westfield Dental Surgery,dentist,1.3107822,103.9012261,,Joo Chiat Road,,+6563487188
International Dental Centre,dentist,1.2825307,103.8469977,,Gemmill Lane,https://www.idcsg.com/,+65 6372 0082
Smilepoint,dentist,1.311057,103.7965005,,Jalan Merah Saga,https://www.smilepoint.com.sg/,+65 6475 1028
Vincent's Dental Surgery,dentist,1.3082826,103.8951797,,Tanjong Katong Road,,
Oliver Dental Surgery,dentist,1.3065832,103.8956005,,,,
Raintree Dental Clinic,dentist,1.3057571,103.9044803,,East Coast Road,,
Canaan Dental Surgery,dentist,1.3131242,103.9264492,,Upper East Coast Road,,
The Dental Practice,dentist,1.3151595,103.8918938,,Geylang Road,,
Dental Surgery,dentist,1.3167746,103.9017317,,Changi Road,,
Nam Fung Dental Surgery,dentist,1.3147407,103.8910426,,Geylang Road,,
Nanyang Dentist,dentist,1.3120138,103.8767639,,Geylang Road,,
Q&M Dental Surgery (Hougang),dentist,1.3704538,103.8954633,,Hougang Avenue 10,,
Dental Focus,dentist,1.3164253,103.8994402,,Changi Road,,
Raffles Dental,dentist,1.3783761,103.7639565,,,,
Dr Lam's Dental Surgery,dentist,1.3064296,103.9047233,,Joo Chiat Road,,
Coast Dental,dentist,1.3063195,103.9047992,,Joo Chiat Road,,
Azure Dental,dentist,1.3310028,103.7963823,,Bukit Timah Road,,
Icon Dental Surgeons,dentist,1.3314921,103.7948908,,Bukit Timah Road,,
Q&M Dental Surgery,dentist,1.3638425,103.8650391,,Serangoon Garden Way,,
Nuffield Dental,dentist,1.3634203,103.8657066,,Serangoon Garden Way,,
Pure Dental Studio,dentist,1.3649404,103.8660422,,Kensington Park Road,,
Dental Designs,dentist,1.2819195,103.8482084,,Telok Ayer Street,,
Your River Valley Dentist is Here,dentist,1.2941389,103.8422451,,River Valley Road,,
Ascent Dental Surgeons,dentist,1.3419993,103.7745628,,Chun Tin Road,,
Gentle Dental Group,dentist,1.3409993,103.7721856,,Lorong Kilat,https://www.gentledental.com.sg,
Pure Dental,dentist,1.3404612,103.77398,,Jalan Jurong Kechil,,
Gentle Dental Group,dentist,1.2954357,103.8301715,,River Valley Road,,
Horizon Dental Surgery,dentist,1.2872178,103.8405964,,Chin Swee Road,,
Q&M Dental Centre (River Valley),dentist,1.2962809,103.8300802,,Hoot Kiam Road,https://qandm.com.sg/,+65 62354261
My Braces Clinic,dentist,1.3103126,103.7963925,,,,
Rochor Dental Clinic,dentist,1.3017517,103.8525453,,Bencoolen Street,,
Family Dental Centre,dentist,1.3225539,103.8534591,,Whampoa Drive,,
LVDA Dental Centre,dentist,1.3528108,103.8344487,,Upper Thomson Road,,
Q&M Dental Centre,dentist,1.3263297,103.8427334,,Balestier Road,,
Jurong Dental Surgery,dentist,1.349609,103.7193168,,Jurong West Street 51,,
Dental Surgery,dentist,1.3692387,103.8498585,,Ang Mo Kio Avenue 8,,
Crown Dental Clinic,dentist,1.3067515,103.9059817,,,,
Smile Dental Group,dentist,1.3077289,103.9073671,,,,
Redhill Dental Surgery,dentist,1.2881403,103.815157,,Redhill Road,,
Smile Concept Dental Practice,dentist,1.3022771,103.8767596,,,,
M K Dental Surgery,dentist,1.329663,103.9023403,,Ubi Avenue 1,,
Q & M Dental Surgery,dentist,1.3320548,103.9140215,,Bedok Reservoir Road,,6980 3902
Manchester Dental Care,dentist,1.3332775,103.9143671,,Bedok Reservoir Road,,
B. K. Lim Dental Surgery,dentist,1.3323828,103.9146377,,Bedok Reservoir Road,,
NEUGen Dental,dentist,1.3336103,103.9148519,,Bedok Reservoir Road,,64448915
Pan Island dental Surgery,dentist,1.3325618,103.9142633,,Bedok Reservoir Road,,64453852
Q&M Dental Surgery,dentist,1.3502367,103.8727968,,,,
Q&M Dental Surgery (Hougang Central) Pte Ltd,dentist,1.3715289,103.8933129,,,,
Mandarin Dental Centre,dentist,1.2833402,103.81578,,Bukit Merah Central,,
G.H. Goh Dental Surgery,dentist,1.2836612,103.8159172,,Bukit Merah Central,,
Ngoi Dental Surgery,dentist,1.3474136,103.7170843,,,,
Atria-Pan Dental Group,dentist,1.320794,103.748094,,,,
Tripod Dental Clinic,dentist,1.3126391,103.8721115,,,,
Tripod Dental Clinic,dentist,1.3286916,103.8854568,,,,
West Coast Dental,dentist,1.2915621,103.8568581,,,,
Nuffield Dental Harbourfront,dentist,1.2641439,103.820089,,,,
Unity Denticare,dentist,1.2640586,103.8204475,,,,
Dental Focus,dentist,1.3192652,103.8640623,,,,
Smile Doctor Dentalcare,dentist,1.4064043,103.9016745,,,,
Q&M Dental Surgery,dentist,1.3592316,103.75103,,,,
Q&M Dental Surgery,dentist,1.3591361,103.7519778,,,,
Vista Dental Surgery,dentist,1.3591801,103.7518632,,,,
Q&M Dental Centre,dentist,1.3111377,103.8566198,,,,
Unity Dental Surgery,dentist,1.3184365,103.8997388,,,,
Q&M Dental Surgery,dentist,1.3399601,103.7740475,,Jalan Jurong Kechil,,
Depacific Dental Group,dentist,1.3416444,103.6926113,,,https://depacific.com/,+65 93871050
TSD Dental Group,dentist,1.3850229,103.7430261,,,,
British Dental Surgery,dentist,1.3852622,103.7429416,,,,
Vista Dental Surgery,dentist,1.3921732,103.8954867,,,,
Tai Dental Surgery,dentist,1.3234271,103.9239595,,,,
Luminous,dentist,1.3236722,103.9237244,,,,
Dr Seow Dental Clinic,dentist,1.3072494,103.7930827,,,,
Dover Dental Surgery,dentist,1.3047532,103.7816055,,Dover Crescent,,
White Eco Dental Care,dentist,1.302542,103.9067472,,,,
Smile Arts Dental Studio,dentist,1.3024587,103.9071876,,,,
Littke India Dentist,dentist,1.3068994,103.8515923,,,,
Casa Dental (Holland),dentist,1.3085503,103.7929917,,Holland Drive,https://www.casadental.com.sg/,+6568730451
Smile Dental Surgery,dentist,1.3920084,103.8947802,,,,
Q&M Dental Surgery (Redhill MRT),dentist,1.2891955,103.8172116,,,,
Sengkang Dental Surgery,dentist,1.3855648,103.9016237,,,,
NTUC Health Denticare,dentist,1.3742216,103.8855596,,,,
Tiong Bahru Dental Surgery,dentist,1.2864097,103.8281305,,,,
Teeth @ Tiong Bahru,dentist,1.286045,103.8290044,,,,
SmileArts @ Tiong Bahru,dentist,1.2860349,103.828648,,,,
Bright Smile Dental Surgery,dentist,1.2854949,103.8269515,,,,
Q&M,dentist,1.2857247,103.8266433,,,,
Greenlife Dental Clinic,dentist,1.2854362,103.826988,,,,
Advanced Dental,dentist,1.3944154,103.913105,,,,
The Dental Inn,dentist,1.3941729,103.9129297,,,,
Q&M Dental Surgery (Sengkang),dentist,1.3975985,103.8969048,,,,
Q&M Dental Surgery (Eunos MRT),dentist,1.319851,103.9034449,,,,
NTUC Health Denticare (Bishan),dentist,1.3489348,103.849542,,,,
Tanglin Dental @ Bishan,dentist,1.3491908,103.8490322,,,,
The Smile Clinique,dentist,1.3485077,103.8495687,,,,
Pure Dental,dentist,1.3486686,103.8493614,,,,
Royce Dental Surgery,dentist,1.3483334,103.8492972,,,,
T&T Dental Surgery,dentist,1.3486548,103.8485713,,,,
City Dental Surgery,dentist,1.2912057,103.8512639,,,,
Shenton Dental Surgery,dentist,1.2914877,103.8510405,,,,
Le MinT's Dental Surgery,dentist,1.2910162,103.8510291,,,,
Q&M Dental Surgery (Buangkok Mrt),dentist,1.3833838,103.8929339,,,,
NTUC Health Denticare (Ang Mo Kio),dentist,1.3693255,103.8483566,,,,
Liverpool Dental Care,dentist,1.3702097,103.8473144,,,,
Nuffield Dental Jewel,dentist,1.3048813,103.8303086,,,,
AOMS Japanese Dental,dentist,1.3047194,103.830543,,,,
Lee & Ong,dentist,1.3056003,103.8300766,,,,
depacific,dentist,1.3266743,103.8454947,,Balestier Road,,
DP Dental,dentist,1.3592884,103.8850064,,,,
Crown Dental Surgery,dentist,1.3581255,103.8845532,,,,
King's Dental Surgery (Kovan) Pte Ltd,dentist,1.3585469,103.8846926,,,,
Q&M Dental Surgery (Kovan) Pte Ltd,dentist,1.3585735,103.8842808,,,,
Pang Dental,dentist,1.3578654,103.8835372,,,,
Neo Smiles Dental Studio Kovan,dentist,1.3589594,103.8872185,,,,
Nuffield Dental Central,dentist,1.3050119,103.8515196,,,,
Q&M Dental Surgery (Payar Lebar),dentist,1.3175358,103.8927126,,,,
Q&M Dental Surgery (Tanjong Katong),dentist,1.3149473,103.8948214,,,,
Smiles R Us Dental Clinic,dentist,1.3144959,103.8945717,,,,
The Dental Practice (Paya Lebar),dentist,1.3190869,103.8946342,,,,
Q&M Dental Centre (Bugis),dentist,1.2989699,103.8552698,,,,
Q&M Dental Surgery (Seletar),dentist,1.3916336,103.8761587,,,,
Royce Dental Orthodontic Centre,dentist,1.3917445,103.8758875,,,,
teeth.Q,dentist,1.3919503,103.8712207,,,,
B9 Dental Centre,dentist,1.3328507,103.8477212,,,,
Smile Central Clinic,dentist,1.3320964,103.8501775,,,,
Q&M Dental,dentist,1.3112363,103.7959918,,Holland Avenue,https://qandm.com.sg/,+65 6892 3913
International Plaza Dental Surgeons,dentist,1.2758486,103.8462522,,,,
Smile Central Clinic,dentist,1.3191377,103.8863251,,,,
Raffles Dental,dentist,1.3725771,103.9496667,,,,
Q&M Dental Surgery,dentist,1.3725869,103.9494728,,,,
Rochor Dental Clinic,dentist,1.3026118,103.8523198,,,,
Toof Doctor,dentist,1.2759416,103.8411717,,,,
iDental,dentist,1.2778601,103.8474883,,,,
Bright Dental Surgery,dentist,1.3628253,103.888254,,Upper Serangoon Road,,
B9 Dental Centre (Clementi),dentist,1.3142384,103.7648427,,Clementi Avenue 3,,+65 6777 8988
Mandarin Dental Centre,dentist,1.3616299,103.8519941,,,,
Advanced Dental,dentist,1.4167455,103.9017213,,,,
Thomson Plaza Dental Surgery,dentist,1.3549339,103.8304205,,,,
Epismile Inc Dental group Pte Ltd,dentist,1.3545174,103.8314278,,,,
Faith Dental Surgery,dentist,1.3699728,103.8724153,,Serangoon North Avenue 1,,
Q&M Dental Centre,dentist,1.3339268,103.8489192,,,,
Sunshine Dental,dentist,1.3022448,103.8620962,,,,
Glory Dental Surgery,dentist,1.3035661,103.9007459,,,,
Royce Orthodontic & Paediatric Dental Centre,dentist,1.3051483,103.9052085,,,,
TS Dental Care,dentist,1.3085329,103.8621557,,,,
Q & M Dental Surgery (Jurong West),dentist,1.3395352,103.7070067,,Jurong West Central 2,,
TSD Dental Group (Tampines),dentist,1.3549877,103.9444193,,,,
Smile Arts Dental Studio,dentist,1.3828371,103.8936376,,,,
Newlife Dental Practice,dentist,1.289245,103.8465729,,,,
Smiles R Us,dentist,1.3998721,103.9192884,,,,
Q&M,dentist,1.4181979,103.8414082,,,,
Newport Dental,dentist,1.3023029,103.8733077,,,,
Q&M,dentist,1.2915727,103.8505353,,North Bridge Road Funan,,+65 69799296
Bliss Dental (Hougang),dentist,1.3758402,103.8796411,,,,
TSD Dental Group (Hougang),dentist,1.371269,103.8935907,,,,
Vista Dental Surgery,dentist,1.3711873,103.8938084,,,,
Le Mint's Dental Centre,dentist,1.30661,103.9062548,,,,
Teeth.Q,dentist,1.3627312,103.8950703,,,,
St. Andrew's Dental Surgeons,dentist,1.2748043,103.8437023,,,https://standrewsdentalsurgeons.com/,
Sembawang Dental Surgery,dentist,1.4530155,103.8168459,,,,
Royce Dental Surgery,dentist,1.3387253,103.8717817,,,,
Luminous,dentist,1.3743619,103.8865515,,,,
Advanced Dental Toa Payoh,dentist,1.335338,103.8565629,,,,
AllSmiles Dental Care Rochor,dentist,1.3050567,103.8513572,,,,
Li Dental Centre,dentist,1.3006865,103.8493521,,,,
Harmony Dental Surgery,dentist,1.3733799,103.8864082,,,,
,dentist,1.3740706,103.886992,,,,
The Dental Practice,dentist,1.3373225,103.921251,,Bedok Reservoir Road,,
Amoy street dental,dentist,1.2806309,103.8470752,,,,
Advanced Dental,dentist,1.3183477,103.8631342,Advanced Dental,,,
Nuffield Dental,dentist,1.3112519,103.7938571,,,,
DePacific Dental,dentist,1.327036,103.8464306,,Ah Hood Road,https://www.depacific.com/,+65 6684 4862
Q&M Dental Surgery,dentist,1.3485978,103.8481904,,,,
Absolute Family Dental,dentist,1.3177486,103.8619364,,,,
Toothsmith,dentist,1.3310671,103.8687047,,,,
Delta Dental Surgeons,dentist,1.3094964,103.8644371,,,,
Tooth Matters Dental Surgery,dentist,1.2966658,103.8534251,,,,
Q&M Dental Surgery,dentist,1.3202941,103.8618426,,,,
Joy Dental Centre (Punggol),dentist,1.4094213,103.9051175,,,,
Joy Dental Centre,dentist,1.283332,103.816864,,,,
The Dental Academy Choa Chu Kang,dentist,1.3740169,103.7466891,,,,
Advanced Dental,dentist,1.3734942,103.9484491,,Pasir Ris Central,https://www.advanceddental.co/,+65 6233 2185
Twinkle Family Dentalcare,dentist,1.3741672,103.9485354,,Pasir Ris Central,https://www.twinkledental.com.sg/,+65 6022 0605
Advanced Dental @ Bukit Panjang,dentist,1.3780804,103.7731787,,Bukit Panjang Ring Road,,+65 6766 2663
Smile Arts,dentist,1.363292,103.7642657,,,,
DennisTan.com.sg - Veneers Singapore,dentist,1.283571,103.8522148,,,,
Bethel Dental Surgery,dentist,1.3805246,103.7642492,,,,
Ng & Lum Dental Surgery,dentist,1.3021639,103.8495316,,,,
Denticare,dentist,1.3135501,103.7631848,,,https://denticare.com.sg/,+65 6336 6222
